Metabolite,LibraryID,Precursor_Mass,Network_Number,RTConsensus
3217_i,NA,282.17 OR 515.26,16 OR 1727,4.8514
3220_i,NA,481.33 OR 504.4,2533,4.8643
3224_i,NA,582.34 OR 599.37 OR 604.33,48 OR 646,4.9199
3225_i,NA,520.34 OR 542.32 OR 558.3 OR 1061.65,16 OR 238 OR 3713,4.922775
3227_i,NA,294.24 OR 316.23,3864,4.9262999999999995
3229_i,NA,386.33 OR 422.33,94,4.93775
3231_i,NA,332.22 OR 354.2,4795,4.96345
3233_i,NA,555.29 OR 573.3 OR 595.29,140 OR 422,4.963633333333333
3234_i,NA,409.28 OR 437.31,3643,4.96405
3239_i,NA,342.26,NA,4.9614
3241_i,NA,459.3 OR 476.32 OR 481.28,229,4.9761
3242_i,NA,544.86,NA,4.9604
3244_i,NA,313.24 OR 331.25 OR 348.27 OR 353.23,679 OR 2139,4.9763
3248_i,"Candidate Dihydroxylated bile acid (delta mass 68.9987; sirius atomic difference: 1C, -1H, 3N, 1O; buddy atomic difference: 1C, -1H, 3N, 1O)",398.33 OR 462.3,94 OR 792,4.9785
3249_i,NA,543.38 OR 565.39,NA,4.9811499999999995
3251_i,NA,414.24,NA,4.9739
3252_i,NA,587.41,NA,4.989
3253_i,NA,521.87,6345,4.9918
3254_i,NA,392.25 OR 423.3,3643,4.9884
326_i,NA,264.13,NA,0.7445
3261_i,NA,245.23 OR 263.24 OR 281.25,25 OR 248,4.999366666666667
3262_i,NA,385.24 OR 420.28,2265,5.00035
3263_i,NA,348.31,25,4.9749
3264_i,NA,331.28 OR 362.33,25,4.99435
3268_i,NA,376.34,NA,5.0045
3269_i,NA,369.26 OR 386.29 OR 391.25 OR 407.22,4 OR 1229 OR 1905,5.014275
327_i,NA,207.11,NA,0.7262
3272_i,NA,295.26 OR 313.27,25,5.0524000000000004
3275_i,NA,583.22,NA,5.0317
3276_i,NA,561.23,NA,5.0222
3277_i,NA,577.37 OR 594.4,372,5.0279
3279_i,NA,642.42 OR 647.38,1261,5.0404
328_i,NA,289.18,NA,0.8148
3283_i,NA,307.23 OR 325.24 OR 343.25 OR 360.27 OR 365.23 OR 381.2,445,5.046516666666666
3284_i,NA,484.33 OR 892.62,2840,5.04685
3286_i,NA,390.29,780,5.0594
3287_i,NA,395.24 OR 418.32,4252,5.0544
3290_i,NA,454.29 OR 476.28,583 OR 630,5.05795
3292_i,NA,499.35,904,5.074
3294_i,NA,462.32,2840,5.0727
3295_i,NA,414.32,NA,4.9946
3296_i,NA,496.34 OR 518.32 OR 1013.65,16 OR 238,5.073966666666666
3297_i,NA,402.79 OR 411.3 OR 862.57,NA,5.0931
3299_i,NA,509.29,140,5.0439
330_i,NA,139.09 OR 250.12,NA,0.71035
3300_i,NA,654.3 OR 722.28,16,5.1053999999999995
3302_i,NA,491.28,NA,5.0687
3304_i,NA,500.28 OR 590.24,422,5.110849999999999
3306_i,NA,296.26 OR 318.24 OR 341.32,NA,5.149566666666667
3307_i,NA,293.21 OR 333.2,33,5.1523
331_i,NA,169.05 OR 339.13,409 OR 1379,0.73585
3313_i,NA,490.34,NA,5.1709
3314_i,NA,473.31,3021,5.1798
3315_i,NA,388.25 OR 405.28,15,5.1761
3319_i,NA,461.33 OR 483.31,16,5.17925
3321_i,NA,579.29 OR 597.3 OR 614.33,140,5.1803333333333335
3323_i,NA,568.4,47,5.1802
3324_i,NA,123.12 OR 187.13 OR 293.25,262 OR 1078 OR 1463,5.186366666666666
3325_i,NA,528.37 OR 550.39 OR 565.37 OR 572.4,798 OR 4315,5.188275
3326_i,NA,311.26 OR 329.27 OR 360.31,262,5.1901
3327_i,NA,426.36 OR 480.31,94 OR 792,5.241149999999999
333_i,NA,259.14 OR 275.12,NA,0.7389
3334_i,NA,609.44 OR 682.49,47 OR 122,5.1981
3338_i,NA,243.21 OR 261.22 OR 279.23 OR 297.24 OR 346.3 OR 367.23 OR 374.33,262 OR 679 OR 690 OR 2824,5.200714285714286
3339_i,NA,411.36 OR 487.38,2468,5.20115
3342_i,NA,565.41 OR 565.91 OR 587.42,47 OR 122 OR 798,5.2048000000000005
3344_i,NA,680.31 OR 748.3,16,5.20595
3350_i,NA,470.35 OR 539.38,47,5.21175
3352_i,NA,522.36 OR 560.31,16 OR 3713,5.214700000000001
3353_i,NA,329.23 OR 374.29,679 OR 807,5.22135
3355_i,NA,557.38,NA,5.2214
3357_i,NA,371.26,NA,5.1487
3359_i,NA,346.26,807,5.2399
336_i,NA,340.22,NA,0.7518
3360_i,NA,297.21,NA,5.201
3362_i,NA,379.25 OR 402.32,1419,5.2248
3363_i,NA,683.51 OR 706.58,2465 OR 5030,5.22895
3364_i,NA,328.32 OR 330.34,1128,5.22945
3365_i,NA,353.27 OR 371.28 OR 388.31 OR 393.26 OR 409.24,790 OR 1011,5.22958
3366_i,NA,431.31,86,5.2224
3367_i,NA,475.28,NA,5.2419
3371_i,NA,573.88,798,5.2097
3374_i,NA,441.3,NA,5.3355
3375_i,NA,453.82 OR 491.34,824,5.2451
3376_i,NA,704.5 OR 777.54,47 OR 208,5.24845
3377_i,NA,475.84 OR 513.35,2840,5.2485
3378_i,NA,289.22 OR 307.23 OR 342.26 OR 347.22 OR 363.19,5 OR 807 OR 2719,5.25036
3379_i,NA,661.53 OR 678.55,262,5.2514
3381_i,NA,251.13 OR 430.26,NA,5.2564
3382_i,NA,282.28 OR 300.29,782,5.25725
3384_i,NA,572.37 OR 594.35,238,5.269
3385_i,NA,539.32 OR 555.29,NA,5.27015
3386_i,NA,423.16,NA,5.2774
3390_i,NA,449.27 OR 467.28 OR 485.29 OR 529.25 OR 544.34,16 OR 94 OR 140,5.27338
34_i,NA,152.07,189,0.3665
340_i,NA,266.14,NA,0.5951
3400_i,NA,659.42,NA,5.288
3401_i,NA,637.44,1143,5.3268
3402_i,NA,579.41 OR 595.89 OR 617.91,165,5.313666666666666
3403_i,"Candidate Trihydroxylated bile acid (delta mass -3.9946; sirius atomic difference: 1C, -1O; buddy atomic difference: 1C, -1O) OR Candidate Trihydroxylated bile acid (delta mass 13.0326; sirius atomic difference: 1C, 3H, 1N, -1O; buddy atomic difference: 1C, 3H, 1N, -1O)",405.3 OR 422.33 OR 443.26 OR 831.57,414 OR 714,5.32095
3405_i,NA,601.42,NA,5.3427
3407_i,NA,645.45 OR 667.46,3656,5.336399999999999
3409_i,"Candidate Trihydroxylated bile acid (delta mass 70.0788; sirius atomic difference: 5C, 10H; buddy atomic difference: 5C, 10H)",479.37 OR 501.36 OR 524.43,140,5.3386
3410_i,NA,319.22 OR 409.19,1143,5.33885
3414_i,NA,734.02 OR 755.53,47 OR 151,5.346550000000001
3416_i,NA,389.27 OR 390.26,2950,5.3492999999999995
3417_i,NA,623.43,NA,5.3688
3420_i,NA,187.13 OR 309.24 OR 326.27 OR 327.25 OR 344.28 OR 349.24 OR 365.21,1078 OR 1159 OR 1541 OR 2719 OR 3033 OR 5471,5.3581
3422_i,NA,417.24 OR 435.25 OR 452.28 OR 457.23,140 OR 620 OR 2026,5.3649000000000004
3424_i,NA,484.34 OR 493.29,505,5.37035
3426_i,NA,601.37 OR 636.41,2631,5.3735
3431_i,NA,460.34,NA,5.3651
3432_i,"Candidate Dihydroxylated bile acid (delta mass -54.0099; sirius atomic difference: -3C, -2H, -1O; buddy atomic difference: -3C, -2H, -1O)",339.29,NA,5.3971
3433_i,NA,564.39,NA,5.4263
3434_i,NA,557.4,4315,5.3792
3435_i,NA,440.32,4612,5.3747
3436_i,NA,316.29,NA,5.3894
3439_i,NA,439.35,NA,5.3632
344_i,NA,246.07 OR 498.24,1870,0.744
3442_i,NA,394.3 OR 411.32 OR 416.28,1011,5.424066666666667
3445_i,NA,535.38,5648,5.4253
3446_i,NA,448.36 OR 453.32 OR 469.29,97 OR 505,5.432633333333333
3448_i,NA,403.28 OR 420.31 OR 425.27 OR 441.24,94 OR 494,5.4333
3449_i,NA,322.27 OR 323.26,15,5.43445
3451_i,NA,161.13 OR 179.14,1403 OR 1848,5.434699999999999
3454_i,NA,271.23 OR 312.25,3144,5.43595
3455_i,NA,476.3,2668,5.4064
3458_i,NA,356.32 OR 413.31,NA,5.43735
3459_i,NA,592.42 OR 594.43,47 OR 208,5.43755
3460_i,NA,586.4,769,5.442
3461_i,NA,277.22 OR 295.23 OR 317.21 OR 333.18,4 OR 938,5.4443
3465_i,NA,511.3,140,5.4408
3466_i,NA,555.27,NA,5.4552
3467_i,NA,554.38 OR 576.37,3759,5.45465
3469_i,NA,475.28 OR 528.33 OR 533.29,140 OR 422 OR 2668,5.454833333333333
347_i,NA,259.18,NA,0.7901
3471_i,NA,529.05 OR 607.1,47 OR 208,5.46035
3474_i,NA,626.39 OR 634.39,2631,5.4694
3478_i,NA,383.33 OR 405.31,4031,5.4723500000000005
3479_i,NA,306.21 OR 339.19,NA,5.4726
3481_i,NA,657.36 OR 674.39,1248,5.4731000000000005
3483_i,NA,667.98 OR 689.49,47,5.48025
3484_i,NA,602.9 OR 624.91,165,5.4884
3487_i,NA,293.18 OR 310.2,2442,5.49365
3492_i,NA,408.24 OR 413.2,987,5.502
3494_i,NA,227.16,699,5.5431
3496_i,NA,606.42 OR 611.38,1090,5.5161999999999995
350_i,NA,334.09,NA,0.7289
3500_i,NA,583.32 OR 601.34 OR 618.36 OR 623.32,140 OR 422,5.5166
3502_i,NA,338.23 OR 414.23,1691,5.51815
3504_i,NA,526.32 OR 548.3,691,5.519349999999999
3507_i,NA,504.31 OR 570.28,583,5.5295000000000005
3508_i,NA,445.29,1986,5.5884
3509_i,NA,491.36 OR 513.37,2690 OR 3790,5.5344999999999995
351_i,NA,231.17 OR 445.24,189,0.75875
3511_i,NA,577.37 OR 595.38 OR 612.41,336,5.5352
3512_i,NA,667.48,47,5.4928
3513_i,"Candidate Dihydroxylated bile acid (delta mass 89.0255; sirius atomic difference: -1C, 8H, 1N, 3O, 1P; buddy atomic difference: -1C, 8H, 1N, 3O, 1P)",482.32,630,5.5492
3514_i,NA,520.36,2840,5.4591
3517_i,NA,491.28 OR 541.34,NA,5.5538
352_i,NA,168.07 OR 209.13,2755,0.7595000000000001
3520_i,NA,341.27 OR 359.28 OR 376.31 OR 381.26,679 OR 3450,5.558475
3521_i,NA,554.35 OR 571.38,1244,5.5588999999999995
3529_i,NA,604.31,NA,5.5519
353_i,NA,260.14,NA,0.8339
3530_i,NA,682.33 OR 750.31,16,5.5651
3531_i,NA,434.29 OR 456.28,3174,5.56565
3532_i,"Candidate Dihydroxylated bile acid (delta mass 131.0718; sirius atomic difference: 2C, 14H, 1N, 3O, 1P; buddy atomic difference: 9C, 9H, 1N)",524.37 OR 546.35 OR 562.33 OR 1069.72,16 OR 238,5.567475
3533_i,NA,630.44,NA,5.559
3536_i,NA,652.46,NA,5.5348
3538_i,NA,447.35 OR 465.36 OR 487.34,1986 OR 3836,5.589933333333334
354_i,NA,324.16 OR 346.14 OR 369.21,NA,0.7612
3541_i,NA,343.26,964,5.5777
3542_i,NA,348.22,NA,5.6083
3543_i,NA,508.34 OR 583.42,3353,5.5954999999999995
3544_i,NA,315.29 OR 332.32,NA,5.59615
3548_i,NA,429.32,97,5.6108
3549_i,NA,668.94,165,5.6211
355_i,NA,173.07 OR 203.09,545,0.76135
3550_i,NA,637.43 OR 646.93 OR 659.44,165,5.604666666666667
3551_i,NA,601.94,165,5.6321
3552_i,"Candidate Monohydroxylated bile acid (delta mass -35.0046; sirius atomic difference: -4C, -1H, 1N; buddy atomic difference: -4C, -1H, 1N)",342.3 OR 364.28,3450,5.60855
3553_i,NA,571.39 OR 593.41,NA,5.60965
3554_i,NA,393.24 OR 428.28,140 OR 3388,5.6114999999999995
3555_i,NA,718.51 OR 740.53,47,5.6129
3558_i,NA,587.29 OR 609.27,284 OR 566,5.62435
3559_i,NA,439.28 OR 479.28,685,5.642200000000001
3561_i,"Candidate Trihydroxylated bile acid (delta mass 203.9988; sirius atomic difference: 10N, 2O, 1S; buddy atomic difference: 7C, 4N, 4O)",591.32 OR 613.3,284 OR 566,5.6438
3562_i,NA,621.27,NA,5.6596
3563_i,NA,599.29,3324,5.6429
3565_i,NA,447.38,1986,5.6313
3569_i,NA,487.38,NA,5.6878
3570_i,NA,365.27 OR 427.21,NA,5.66505
3572_i,NA,313.27,6371,5.7058
3575_i,NA,601.44 OR 674.49,47,5.6747
3576_i,"Candidate Monohydroxylated bile acid (delta mass 117.9993; buddy atomic difference: 2C, 2H, 2N, 4O)",495.31,505,5.5938
3578_i,NA,385.34 OR 407.32,3359,5.6895500000000006
3580_i,NA,542.39 OR 564.4,5648,5.69525
3581_i,NA,331.28,NA,5.6259
3582_i,NA,510.39 OR 532.37,16,5.7019
3583_i,NA,519.04 OR 597.09,47,5.7032
3585_i,NA,597.43,1974,5.653
3586_i,NA,428.3 OR 430.29 OR 453.37,1691,5.709933333333334
3587_i,NA,309.28 OR 370.3,965 OR 2385,5.71585
3588_i,NA,557.41 OR 579.43,47,5.71785
3590_i,NA,291.23 OR 327.25 OR 344.28,2029 OR 2839,5.718333333333334
3593_i,NA,582.42 OR 636.42,1529,5.73945
3597_i,NA,427.32 OR 444.32 OR 445.33 OR 462.36,1232 OR 1992,5.741175
3598_i,NA,644.44 OR 666.45,2215,5.74405
3599_i,NA,681.48,NA,5.7179
360_i,NA,415.17,985,0.7949
3600_i,NA,674.99 OR 703.49,208 OR 3103,5.74865
3601_i,NA,508.38 OR 530.36,16,5.749
3604_i,NA,474.31 OR 479.26 OR 502.34,NA,5.752033333333333
3606_i,NA,379.25 OR 402.32,29,5.7543500000000005
3607_i,NA,414.36 OR 448.34,965 OR 4009,5.7547
3609_i,NA,631.92 OR 653.93,165,5.7565
361_i,NA,254.15,NA,0.7896
3611_i,NA,341.31 OR 358.33,809 OR 7132,5.75695
3612_i,NA,390.24 OR 412.22,3643,5.759650000000001
3616_i,NA,622.43,NA,5.7717
3617_i,NA,326.38 OR 360.36,938 OR 6990,5.7705
362_i,NA,108.04 OR 277.12,NA,0.78035
3621_i,NA,433.35 OR 450.38 OR 455.33 OR 471.31,97 OR 809,5.772975000000001
3623_i,NA,324.29,15,5.7726
3629_i,NA,637.45,4315,5.8428
363_i,NA,252.17 OR 259.17 OR 319.13,3 OR 1199,0.7701666666666667
3631_i,NA,283.26 OR 318.3 OR 345.24 OR 346.27,NA,5.793225
3633_i,NA,568.37 OR 585.39,818,5.7979
3634_i,NA,491.37 OR 534.37,165,5.7981
3636_i,NA,481.21,97,5.8027
3637_i,NA,578.4 OR 600.41,2215,5.80785
3638_i,NA,446.21 OR 465.3,128,5.81235
3639_i,NA,388.31 OR 395.22,NA,5.8131
364_i,NA,291.16 OR 299.21,3672 OR 5826,0.7715
3640_i,NA,505.35 OR 519.38,2122,5.81405
3644_i,NA,634.45 OR 639.41,1090 OR 5153,5.816599999999999
3647_i,NA,828.06 OR 850.57,165,5.83325
3648_i,NA,498.36 OR 571.41,798 OR 3365 OR 4612,5.8341
3650_i,NA,630.46 OR 675.95,165,5.8385
3651_i,NA,520.38,2690,5.8145
3653_i,NA,675.54 OR 697.52 OR 713.5 OR 720.6,262 OR 267 OR 5030,5.8527249999999995
3654_i,"Candidate Trihydroxylated bile acid (delta mass 70.0788; sirius atomic difference: 5C, 10H; buddy atomic difference: 5C, 10H)",461.36 OR 479.37 OR 501.36,414,5.856766666666666
3655_i,NA,488.41,NA,5.8244
3656_i,NA,645.4,3345,5.8601
3657_i,NA,640.44,1483,5.8601
3659_i,NA,660.42 OR 672.42,360,5.86885
3662_i,NA,593.42 OR 615.44,2000,5.87565
3663_i,NA,413.23 OR 479.2,1153,5.87615
3667_i,NA,425.34 OR 465.33,128,5.8809000000000005
3668_i,NA,622.41 OR 664.42,NA,5.881600000000001
3669_i,NA,556.39,NA,5.8932
3670_i,NA,585.47 OR 602.5 OR 607.46,262 OR 1143,5.8842
3673_i,NA,307.23 OR 325.24 OR 329.21 OR 342.26 OR 347.22 OR 363.19,15 OR 33 OR 303,5.8928
3674_i,NA,349.25 OR 367.26,NA,5.895
3676_i,NA,650.44,NA,5.9066
3678_i,NA,165.09,NA,5.9562
368_i,NA,305.09 OR 327.07,2118,0.7726
3681_i,NA,402.3,1835,5.9087
3682_i,NA,527.38,4612,5.8809
3685_i,NA,323.22 OR 573.47,25 OR 244,5.922750000000001
3686_i,NA,338.27,NA,5.9298
3687_i,NA,345.2,NA,5.9287
3688_i,NA,458.35,627,4.4119
3689_i,NA,463.34,NA,5.9092
369_i,NA,273.18,4285,0.7358
3693_i,NA,453.3 OR 493.29,505 OR 1253,5.93285
3694_i,NA,662.49,NA,5.9404
3695_i,NA,1053.63 OR 1061.64,417,5.93715
3696_i,NA,516.35,NA,5.9335
3697_i,NA,385.27 OR 425.27,NA,5.93745
3699_i,NA,488.32 OR 493.28 OR 509.25,229,5.9394
370_i,NA,240.09 OR 262.07,432,0.7741
3703_i,NA,674.44,NA,6.0075
3706_i,NA,339.29 OR 356.32,NA,5.9651
3707_i,NA,281.25 OR 299.26 OR 316.29 OR 321.24 OR 343.22 OR 641.47,97 OR 244 OR 278 OR 1675,5.965333333333334
3709_i,NA,666.47 OR 697.96,165,5.966749999999999
3710_i,NA,587.4,165,6.0733
3711_i,NA,464.37 OR 535.3,422,5.97295
3712_i,NA,553.4,5069,5.8643
3714_i,NA,457.33,NA,6.0019
3715_i,NA,513.32,140,5.965
3716_i,NA,543.38 OR 549.4 OR 608.45,NA,5.979933333333333
3719_i,NA,644.46 OR 703.51,534 OR 1613,5.9821
372_i,NA,186.15 OR 301.14,888 OR 2357,0.82975
3720_i,NA,369.28,964,5.9478
3721_i,NA,323.2 OR 340.25,964,5.98735
3724_i,NA,283.23,2402,5.9715
3725_i,NA,354.27 OR 371.29 OR 376.25,710,6.010833333333333
3726_i,NA,261.22 OR 472.31,2176,6.01735
3727_i,NA,293.25 OR 310.27 OR 320.21,262 OR 3919,6.018866666666667
3729_i,NA,300.29,15,6.0112
373_i,NA,321.12 OR 348.13,4376,0.77965
3731_i,NA,370.33 OR 392.31,761 OR 981,6.0404
3733_i,NA,286.27,1724,6.0162
3734_i,NA,269.25,278,6.0793
3735_i,NA,676.46 OR 694.47,3962,6.0508
3736_i,NA,637.47,NA,6.036
3737_i,NA,228.23,934,6.0435
3738_i,NA,534.37,3656,6.0381
3739_i,NA,660.94,165,6.0254
374_i,NA,235.11,NA,0.9098
3740_i,NA,205.12,3863,6.0505
3742_i,NA,488.37,NA,6.0375
3743_i,NA,509.37,1554,6.0677
3745_i,NA,776.56,1646,6.0634
3746_i,NA,593.44 OR 615.96,165,6.07695
3747_i,NA,707.55,3260,6.0741
3748_i,NA,245.23 OR 263.24,248 OR 2656,6.084350000000001
3750_i,NA,600.43 OR 622.45,671 OR 6723,6.0851500000000005
3751_i,NA,739.53,NA,6.0774
3752_i,NA,662.37 OR 679.4,1805,6.0911
3755_i,NA,489.23 OR 506.25,1691,6.0949
3758_i,"Candidate Trihydroxylated bile acid (delta mass -72.0249; sirius atomic difference: -3C, -4H, -2O; buddy atomic difference: -3C, -4H, -2O)",337.27 OR 377.27,NA,6.097049999999999
3759_i,NA,537.32 OR 555.33,459,6.098050000000001
3760_i,NA,680.45,NA,6.0857
3764_i,NA,527.39,NA,6.1425
3765_i,NA,140.07,1125,6.1134
3766_i,NA,619.48 OR 641.46,360,6.107900000000001
3769_i,NA,439.32 OR 474.36 OR 479.31,128,6.108933333333333
377_i,NA,276.16 OR 535.25,4085,0.78335
3770_i,NA,434.28 OR 463.28,1484 OR 6688,6.1097
3771_i,NA,732.53 OR 755.04,NA,6.1123
3772_i,NA,556.41,NA,6.0863
3775_i,NA,754.54,NA,6.0878
3778_i,NA,682.96,165,6.0966
3780_i,NA,485.31 OR 502.34 OR 507.29 OR 523.27,229 OR 238,6.13625
3781_i,NA,733.03,1646,6.1138
3783_i,NA,578.42,69,6.2073
3788_i,NA,658.53,679,6.1407
3789_i,NA,663.48,NA,6.1575
379_i,NA,299.16,3672,0.8241
3790_i,NA,761.53 OR 783.54,149,6.1501
3791_i,NA,717.51 OR 739.52,194 OR 5966,6.1535
3794_i,NA,388.25 OR 411.32,NA,6.16195
3795_i,NA,383.29,710,6.1754
3798_i,NA,295.26 OR 313.27 OR 326.31 OR 348.29 OR 372.31 OR 651.6,15 OR 25 OR 29 OR 92 OR 1831,6.180433333333333
38_i,NA,276.14 OR 294.16 OR 316.14,319 OR 1856,0.3658
380_i,NA,285.05 OR 307.04 OR 380,75,0.7871
3800_i,NA,688.5 OR 689 OR 710.52,1646,6.186133333333333
3801_i,NA,179.14 OR 340.29,4 OR 1848,6.18985
3804_i,NA,440.29 OR 458.33,3311,6.19395
3807_i,NA,621.47 OR 693.49,504 OR 1143,6.1941
381_i,NA,347.19,3,0.6606
3810_i,NA,333.15 OR 401.14,NA,6.19975
3813_i,NA,289.27 OR 306.3,29,6.20945
3816_i,NA,666.49,NA,6.2344
3818_i,NA,291.23 OR 309.24 OR 326.27 OR 331.22 OR 347.2,4 OR 2029,6.21744
3819_i,NA,667.95,165,6.1837
3822_i,NA,695.49 OR 704.97 OR 726.98,165,6.221233333333333
3824_i,NA,354.3,4,6.2228
3828_i,NA,701.56 OR 723.54,3794,6.22495
383_i,NA,332.22,NA,0.7964
3831_i,NA,470.34 OR 497.32,439 OR 505,6.2325
3834_i,NA,251.2,1399,6.1929
3835_i,NA,285.24 OR 302.27 OR 448.35 OR 466.39,414 OR 896 OR 1483,6.238849999999999
3838_i,NA,673.48,2780,6.2388
3840_i,NA,645.5,NA,6.2034
3841_i,NA,253.22 OR 277.22,4 OR 896,6.2541
3842_i,NA,494.36,1578,6.2655
3843_i,NA,496.38,505,6.2456
3845_i,NA,731.5,NA,6.2757
3847_i,NA,520.38,NA,6.3406
3848_i,NA,629.45 OR 651.47,69 OR 671,6.2733
3851_i,NA,753.52,NA,6.2419
3852_i,NA,259.21,1521,6.2858
3853_i,NA,543.4 OR 556.41,2117,6.28545
3855_i,NA,438.36 OR 443.31,1232,6.30295
3857_i,NA,690.47 OR 712.45,360 OR 1164,6.30635
3859_i,NA,768.54 OR 790.55,194,6.3116
386_i,NA,189.03 OR 212.1,1206,0.7905
3860_i,NA,762.05,NA,6.3308
3861_i,"Candidate Nonhydroxylated bile acid (delta mass 80.0626; sirius atomic difference: 6C, 8H; buddy atomic difference: 6C, 8H)",441.37 OR 456.41,1153,6.3156
3862_i,NA,380.32 OR 386.33,918,6.3175
3864_i,NA,783.56,1613,6.3133
3865_i,NA,442.31 OR 464.29 OR 551.33,459 OR 2684,6.3235
3866_i,NA,382.33 OR 404.31,189,6.32385
3868_i,NA,513.71,NA,6.3297
387_i,NA,404.15,NA,0.7245
3870_i,NA,621.5 OR 678.47,NA,6.3354
3871_i,NA,191.11,3863,6.3255
3874_i,NA,409.31,NA,6.3285
3877_i,NA,499.33 OR 516.35 OR 521.31 OR 528.35,3001,6.34445
3879_i,NA,385.26 OR 402.29 OR 407.24,293,6.349166666666667
388_i,NA,192.1,NA,0.6326
3882_i,NA,476.41,NA,6.4069
3883_i,NA,769.04,194,6.329
3884_i,NA,352.18 OR 385.17,3560,6.36355
3888_i,NA,457.37 OR 475.38 OR 497.36,NA,6.3748
3889_i,NA,393.3,3095,6.3971
3890_i,NA,724.51 OR 746.53,534,6.38005
3892_i,NA,426.31 OR 448.3 OR 464.27,NA,6.381766666666667
3893_i,NA,717.52 OR 739.54,NA,6.38185
3897_i,NA,414.28 OR 436.26,NA,6.4098500000000005
3898_i,NA,718.03,NA,6.3923
3899_i,NA,578.44 OR 596.42,165 OR 655,6.415050000000001
39_i,NA,193.93,199,0.3806
390_i,NA,174.06,980,0.8545
3901_i,NA,695.51,NA,6.4357
3902_i,NA,312.26 OR 356.32,751 OR 790,6.4182500000000005
3903_i,NA,607.44,69,6.3755
3904_i,NA,703.58 OR 725.56,504,6.437749999999999
3905_i,NA,461.31 OR 496.34 OR 501.3,2725,6.4383
3908_i,NA,565.4,459,6.6631
391_i,NA,336.17 OR 342.16,768,0.7964
3912_i,NA,539.33 OR 561.32,459 OR 4839,6.4577
3914_i,NA,438.3 OR 472.28,2127,6.4578500000000005
3916_i,NA,702.47,NA,6.5221
3917_i,NA,702.5,2780,6.4344
3918_i,NA,269.23,248,6.4164
3920_i,NA,656.51,1214,6.4729
3921_i,NA,661.47,NA,6.4654
3922_i,NA,608.47 OR 630.45,16 OR 238,6.470700000000001
3923_i,NA,441.3,NA,6.436
3924_i,NA,895.71 OR 905.76,2992,6.4718
3926_i,NA,547.73,NA,6.4686
3928_i,NA,413.38 OR 431.39,685,6.4748
3929_i,"Candidate Dihydroxylated bile acid (delta mass 84.0575; sirius atomic difference: 5C, 8H, 1O; buddy atomic difference: 5C, 8H, 1O)",459.35 OR 477.36 OR 499.34 OR 523.34,414 OR 505,6.475375
3931_i,NA,552.39,NA,6.4598
3932_i,NA,490.37 OR 495.33,1591 OR 3397,6.4774
3940_i,NA,517.29,NA,6.5013
3941_i,"Candidate Monohydroxylated bile acid (delta mass 117.9993; buddy atomic difference: 2C, 2H, 2N, 4O)",495.31,505,6.4661
3942_i,NA,715.5 OR 741.52,1010,6.48535
3943_i,NA,674,NA,6.4679
3945_i,NA,651.48 OR 673.5,NA,6.4907
3947_i,NA,674.46 OR 679.42,267 OR 285,6.49145
3948_i,NA,695.39,267,6.4991
3950_i,NA,374.33,659,6.4924
3951_i,NA,379.28,NA,6.5001
3952_i,NA,813.09,NA,6.4784
3953_i,NA,423.33 OR 521.32,6109,6.50095
3954_i,NA,820.08,NA,6.4916
3955_i,NA,537.72,5966,6.5027
3957_i,NA,293.25 OR 311.26 OR 328.29 OR 333.24,790 OR 4388,6.5062
3959_i,NA,791.07 OR 812.58,NA,6.5078
3960_i,NA,797.56 OR 798.06 OR 819.57,194 OR 2495,6.5079666666666665
3961_i,NA,513.34 OR 530.37 OR 535.32 OR 551.3,229,6.509675
3962_i,NA,711.98,165,6.469
3964_i,NA,454.31 OR 477.3,248 OR 1734,6.51625
3965_i,NA,533.06,NA,6.5069
3968_i,NA,738.51,NA,6.4862
3970_i,NA,565.44,459,6.521
3971_i,NA,543.46,NA,6.5264
3972_i,NA,614.45 OR 636.96,5192 OR 7209,6.52505
3974_i,NA,266.17,NA,6.5129
3975_i,NA,447.27 OR 450.31,NA,6.52835
3979_i,NA,599.49 OR 616.52 OR 621.47,262 OR 1143,6.5298
3980_i,"Candidate Nonhydroxylated bile acid (delta mass 82.0786; sirius atomic difference: 6C, 10H; buddy atomic difference: 6C, 10H)",443.39 OR 461.4 OR 478.43 OR 483.38 OR 490.43,248 OR 1483,6.5299000000000005
3982_i,NA,834.6 OR 856.58,376,6.5329
3983_i,NA,790.57,NA,6.5211
3991_i,NA,853.73 OR 879.74,2819 OR 2992,6.54195
3993_i,NA,531.27 OR 548.3,1691,6.5432500000000005
3996_i,"Candidate Dihydroxylated bile acid (delta mass 261.0323; sirius atomic difference: 6C, 7H, 5N, 7O; buddy atomic difference: 10C, 7H, 5N, 2O, 1S)",637.31 OR 654.33 OR 659.29 OR 675.26 OR 700.31 OR 727.27 OR 1290.63 OR 1295.59,624 OR 3765,6.548625
4_i,NA,233.1,NA,0.3332
4002_i,NA,753.53 OR 754.04 OR 775.55,194 OR 534,6.555066666666667
4005_i,NA,733.99,165,6.5591
4006_i,NA,336.33,2001,6.5458
4007_i,NA,354.34 OR 376.32 OR 399.4,2027 OR 7591,6.558866666666667
4009_i,Candidate Dihydroxylated bile acid (delta mass -56.1324),337.17,3560,6.5305
401_i,NA,232.17 OR 430.23,189,0.8077
4010_i,NA,402.34 OR 481.37,1484 OR 2027,6.5614
4011_i,NA,530.35 OR 535.3,97 OR 1805,6.561450000000001
